title,author,publisher,publishing_date,pages,price,language,ISBN_13,complete_link,comments
Python Distilled (Developer's Library),NaN,"Pearson, 1st edition",2021-09-22,352.0,36.46,English,NaN,https://www.amazon.com/Python-Essential-Reference-Developers-Library/dp/0134173279/ref=sr_1_36?keywords=python&qid=1671164641&sr=8-36,NaN
Python All-in-One for Dummies (for Dummies (Computer/Tech)),John C. Shovic and Alan Simpson,"For Dummies, 2nd edition",2021-04-09,720.0,29.99,English,978-1119787600,https://www.amazon.com/Python-All-One-Dummies-Computer/dp/1119787602/ref=sr_1_34?keywords=python&qid=1671164641&sr=8-34,NaN
Beyond the Basic Stuff with Python: Best Practices for Writing Clean Code,Al Sweigart,No Starch Press,2020-12-16,384.0,30.22,English,NaN,https://www.amazon.com/Python-Beyond-Basics-Al-Sweigart/dp/1593279663/ref=sr_1_33?keywords=python&qid=1671164641&sr=8-33,NaN
Python Basics: A Practical Introduction to Python 3,"David Amos, Dan Bader, et al.",Real Python - realpython.com - 4th edition,2022-08-30,637.0,9.99,English,NaN,https://www.amazon.com/Python-Basics-Practical-Introduction-ebook/dp/B0BCN4H62C/ref=sr_1_27?keywords=python&qid=1671164641&sr=8-27,NaN
Python Programming for Beginners: The Most Comprehensive Programming Guide to Become a Python Expert from Scratch in No Time. Includes Hands-On Exercises,Cory Reed,Independently published,2022-09-22,121.0,18.51,English,979-8354101856,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02531672WUO4LOTDEGE6&qualifier=1671164641&id=1914155294389320&widgetName=sp_mtf&url=%2FPython-Programming-Beginners-Comprehensive-Hands%2Fdp%2FB0BFV21L24%2Fref%3Dsr_1_32_sspa%3Fkeywords%3Dpython%26qid%3D1671164641%26sr%3D8-32-spons%26psc%3D1,NaN
Introducing Python: Modern Computing in Simple Packages,Bill Lubanovic,"O'Reilly Media, 2nd edition",2019-12-03,630.0,24.49,English,NaN,https://www.amazon.com/Introducing-Python-Modern-Computing-Packages/dp/1492051365/ref=sr_1_28?keywords=python&qid=1671164641&sr=8-28,NaN
"Black Hat Python, 2nd Edition: Python Programming for Hackers and Pentesters",Justin Seitz and Tim Arnold,"No Starch Press, 2nd edition",2021-04-14,216.0,40.49,English,NaN,https://www.amazon.com/Black-Hat-Python-2nd-Programming/dp/1718501129/ref=sr_1_26?keywords=python&qid=1671164641&sr=8-26,NaN
Python,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Python-Frayne-Rosanoff/dp/B083ZJM2XM/ref=sr_1_22?keywords=python&qid=1671164641&sr=8-22,NaN
"Python for Kids, 2nd Edition: A Playful Introduction to Programming",Jason R. Briggs,"No Starch Press, 2nd edition",2022-11-15,368.0,33.61,English,NaN,https://www.amazon.com/Python-Kids-2nd-Introduction-Programming/dp/1718503024/ref=sr_1_24?keywords=python&qid=1671164641&sr=8-24,NaN
Python for Tweens and Teens - 2nd Edition (Full Color Version): Learn Computational and Algorithmic Thinking,Aristides Bouras,Independently published,2022-02-28,360.0,47.7,English,979-8494183804,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A08026591EYQOZHDTAHM8&qualifier=1671164641&id=1914155294389320&widgetName=sp_mtf&url=%2FPython-Tweens-Teens-Computational-Algorithmic%2Fdp%2FB09TMT49SD%2Fref%3Dsr_1_31_sspa%3Fkeywords%3Dpython%26qid%3D1671164641%26sr%3D8-31-spons%26psc%3D1,NaN
Python (2nd Edition): Learn Python in One Day and Learn It Well. Python for Beginners with Hands-on Project. (Learn Coding Fast with Hands-On Project Book 1),NaN,"Learn Coding Fast, 2nd edition",2017-05-10,175.0,NaN,NaN,NaN,https://www.amazon.com/Python-2nd-Beginners-Hands-Project-ebook/dp/B071Z2Q6TQ/ref=sr_1_25?keywords=python&qid=1671164641&sr=8-25,NaN
Python 3: The Comprehensive Guide to Hands-On Python Programming,Johannes Ernesti and Peter Kaiser,"Rheinwerk Computing, First edition",2022-09-28,1000.0,55.48,NaN,978-1493223022,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A06373709X1FE6UISMU2&qualifier=1671164641&id=1914155294389320&widgetName=sp_mtf&url=%2FPython-Comprehensive-Guide-Hands-Programming%2Fdp%2F149322302X%2Fref%3Dsr_1_29_sspa%3Fkeywords%3Dpython%26qid%3D1671164641%26sr%3D8-29-spons%26psc%3D1,NaN
The Book of Dash: Build Dashboards with Python and Plotly,"Adam Schroeder, Christian Mayer, et al.",No Starch Press,2022-10-25,224.0,34.49,English,978-1718502222,https://www.amazon.com/Python-Dash-Analysis-Visualization-Plotly/dp/1718502222/ref=sr_1_23?keywords=python&qid=1671164641&sr=8-23,NaN
"Invent Your Own Computer Games with Python, 4th Edition",Al Sweigart,"No Starch Press, 4th edition",2016-12-16,376.0,20.49,English,NaN,https://www.amazon.com/Invent-Your-Computer-Games-Python/dp/1593277954/ref=sr_1_21?keywords=python&qid=1671164641&sr=8-21,NaN
"Python Crash Course, 3rd Edition",Eric Matthes,"No Starch Press, 3rd edition",2023-01-10,552.0,40.49,English,978-1718502703,https://www.amazon.com/Python-Crash-Course-Eric-Matthes/dp/1718502702/ref=sr_1_15?keywords=python&qid=1671164641&sr=8-15,NaN
"2Pack Reptile Plants Hanging Silk Terrarium Plants with Suction Cup for Bearded Dragons,Lizards,Geckos,Snake,Hermit Crab Tank Habitat Decorations,Small Size,12 inches Green",NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Reptile-Hanging-Terrarium-Suction-Decorations/dp/B087N9VWHS/ref=sxin_25_sbl_swi?content-id=amzn1.sym.6ca367be-63d0-4765-855e-02d825778bca%3Aamzn1.sym.6ca367be-63d0-4765-855e-02d825778bca&cv_ct_cx=python&keywords=python&pd_rd_i=B087N9VWHS&pd_rd_r=de905080-8a65-431b-822d-b652734a0201&pd_rd_w=mMdXD&pd_rd_wg=I6FbD&pf_rd_p=6ca367be-63d0-4765-855e-02d825778bca&pf_rd_r=KWYW0166FNAF6HQDXMK4&qid=1671164641&sr=1-7-33f6704f-9b8e-4c12-a6e0-b7957fe916db,NaN
"Tikaton Reptile Heat Pad - Adjustable Temperature Under Tank Heater for 10-20gal/30-40gal Tank, Terrarium Heat Mat for Turtle/Snake/Lizard/Frog/Spider/Plant Box",NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Tikaton-Reptile-Heat-Pad-Temperature/dp/B0813CQ4C9/ref=sxin_25_sbl_swi?content-id=amzn1.sym.6ca367be-63d0-4765-855e-02d825778bca%3Aamzn1.sym.6ca367be-63d0-4765-855e-02d825778bca&cv_ct_cx=python&keywords=python&pd_rd_i=B0813CQ4C9&pd_rd_r=de905080-8a65-431b-822d-b652734a0201&pd_rd_w=mMdXD&pd_rd_wg=I6FbD&pf_rd_p=6ca367be-63d0-4765-855e-02d825778bca&pf_rd_r=KWYW0166FNAF6HQDXMK4&qid=1671164641&sr=1-8-33f6704f-9b8e-4c12-a6e0-b7957fe916db,NaN
kathson Reptile Vines Plants Flexible Bendable Jungle Climbing Vine Terrarium Plastic Plant Leaves Pet Tank Habitat Decor for Bearded Dragons Lizards Geckos Snakes Hermit Crab Frogs and More Reptiles,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/kathson-Flexible-Bendable-Climbing-Terrarium/dp/B08T5V4QQY/ref=sxin_25_sbl_swi?content-id=amzn1.sym.6ca367be-63d0-4765-855e-02d825778bca%3Aamzn1.sym.6ca367be-63d0-4765-855e-02d825778bca&cv_ct_cx=python&keywords=python&pd_rd_i=B08T5V4QQY&pd_rd_r=de905080-8a65-431b-822d-b652734a0201&pd_rd_w=mMdXD&pd_rd_wg=I6FbD&pf_rd_p=6ca367be-63d0-4765-855e-02d825778bca&pf_rd_r=KWYW0166FNAF6HQDXMK4&qid=1671164641&sr=1-4-33f6704f-9b8e-4c12-a6e0-b7957fe916db,NaN
"Zoo Med Reptile Rock Corner Water Dish, Large - Assorted colors",NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Zoo-Med-Reptile-Corner-Water/dp/B000QFR6J2/ref=sxin_25_sbl_swi?content-id=amzn1.sym.6ca367be-63d0-4765-855e-02d825778bca%3Aamzn1.sym.6ca367be-63d0-4765-855e-02d825778bca&cv_ct_cx=python&keywords=python&pd_rd_i=B000QFR6J2&pd_rd_r=de905080-8a65-431b-822d-b652734a0201&pd_rd_w=mMdXD&pd_rd_wg=I6FbD&pf_rd_p=6ca367be-63d0-4765-855e-02d825778bca&pf_rd_r=KWYW0166FNAF6HQDXMK4&qid=1671164641&sr=1-5-33f6704f-9b8e-4c12-a6e0-b7957fe916db,NaN
AQUA KT Reptile Corner Branch Terrarium Plant Decoration with Suction Cup for Amphibian Lizard Snake Climbing,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Aqua-KT-Terrarium-Decoration-Amphibian/dp/B07Z7PRV65/ref=sxin_25_sbl_swi?content-id=amzn1.sym.6ca367be-63d0-4765-855e-02d825778bca%3Aamzn1.sym.6ca367be-63d0-4765-855e-02d825778bca&cv_ct_cx=python&keywords=python&pd_rd_i=B07Z7PRV65&pd_rd_r=de905080-8a65-431b-822d-b652734a0201&pd_rd_w=mMdXD&pd_rd_wg=I6FbD&pf_rd_p=6ca367be-63d0-4765-855e-02d825778bca&pf_rd_r=KWYW0166FNAF6HQDXMK4&qid=1671164641&sr=1-6-33f6704f-9b8e-4c12-a6e0-b7957fe916db,NaN
"Python Architecture Patterns: Master API design, event-driven structures, and package management in Python",Jaime Buelta,Packt Publishing,2022-01-12,594.0,41.99,English,978-1801819992,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A01781803LMYSJ4P05CNN&qualifier=1671164641&id=1914155294389320&widgetName=sp_mtf&url=%2FPython-Architecture-Patterns-event-driven-structures%2Fdp%2F1801819998%2Fref%3Dsr_1_19_sspa%3Fkeywords%3Dpython%26qid%3D1671164641%26sr%3D8-19-spons%26psc%3D1,NaN
DOHAOOE Reptile Tank Accessories Habitat Water Dish Tree Trunk and Artificial Arched Rock Bridge for Bearded Dragon Leopard Gecko Lizard Snake Chameleon Hermit Crab Ball Python Water Frog Turtle,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/DOHAOOE-Reptile-Accessories-Artificial-Chameleon/dp/B09124VSN5/ref=sxin_25_sbl_swi?content-id=amzn1.sym.6ca367be-63d0-4765-855e-02d825778bca%3Aamzn1.sym.6ca367be-63d0-4765-855e-02d825778bca&cv_ct_cx=python&keywords=python&pd_rd_i=B09124VSN5&pd_rd_r=de905080-8a65-431b-822d-b652734a0201&pd_rd_w=mMdXD&pd_rd_wg=I6FbD&pf_rd_p=6ca367be-63d0-4765-855e-02d825778bca&pf_rd_r=KWYW0166FNAF6HQDXMK4&qid=1671164641&sr=1-3-33f6704f-9b8e-4c12-a6e0-b7957fe916db,NaN
REPTI ZOO Reptile Terrarium Thermometer Hygrometer Digital Display Pet Rearing Box Reptiles Tank Thermometer Hygrometer with Suction Cup,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/REPTIZOO-Reptile-Terrarium-Thermometer-Hygrometer/dp/B07D284W96/ref=sxin_25_sbl_swi?content-id=amzn1.sym.6ca367be-63d0-4765-855e-02d825778bca%3Aamzn1.sym.6ca367be-63d0-4765-855e-02d825778bca&cv_ct_cx=python&keywords=python&pd_rd_i=B07D284W96&pd_rd_r=de905080-8a65-431b-822d-b652734a0201&pd_rd_w=mMdXD&pd_rd_wg=I6FbD&pf_rd_p=6ca367be-63d0-4765-855e-02d825778bca&pf_rd_r=KWYW0166FNAF6HQDXMK4&qid=1671164641&sr=1-2-33f6704f-9b8e-4c12-a6e0-b7957fe916db,NaN
Python: - The Bible- 3 Manuscripts in 1 book: -Python Programming for Beginners -Python Programming for Intermediates -Python Programming for Advanced (Your place to learn Python with ease),NaN,Independently published,2018-04-28,375.0,27.97,English,978-1980953906,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0448966233L01UDEIC9K&qualifier=1671164641&id=1914155294389320&widgetName=sp_mtf&url=%2FPython-Manuscripts-Programming-Beginners-Intermediates%2Fdp%2F1980953902%2Fref%3Dsr_1_17_sspa%3Fkeywords%3Dpython%26qid%3D1671164641%26sr%3D8-17-spons%26psc%3D1,NaN
Medusa,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Medusa-Megan-Purvis/dp/B09FFXBYQK/ref=sr_1_101?keywords=python&qid=1671164900&sr=8-101,NaN
Introduction to Synthetic Aperture Radar using Python and MATLAB®,Lee Andrew (Andy) Harrison,Artech House,2022-08-31,390.0,151.59,English,NaN,https://www.amazon.com/Introduction-Synthetic-Aperture-Python-MATLAB%C2%AE/dp/163081864X/ref=sr_1_106?keywords=python&qid=1671164900&sr=8-106,NaN
"Testing Python: Applying Unit Testing, TDD, BDD and Acceptance Testing",David Sale,"Wiley, 1st edition",2014-07-03,201.0,27.0,English,NaN,https://www.amazon.com/Testing-Python-Applying-Unit-Acceptance-ebook/dp/B00LJV2GXI/ref=sr_1_103?keywords=python&qid=1671164900&sr=8-103,NaN
"Python Workbook: Learn Python in one day and Learn It Well (Workbook with Questions, Solutions and Projects) (Learn Coding Fast Workbook 1)",NaN,NaN,NaN,149.0,NaN,English,NaN,https://www.amazon.com/Python-Workbook-Questions-Solutions-Projects-ebook/dp/B07WH99L1J/ref=sr_1_102?keywords=python&qid=1671164900&sr=8-102,NaN
An Introduction to Python Programming for Scientists and Engineers,"Johnny Wei-Bing Lin, Hannah Aizenman, et al.","Cambridge University Press, New edition",2022-10-06,766.0,78.41,English,978-1108701129,https://www.amazon.com/Introduction-Python-Programming-Scientists-Engineers/dp/1108701124/ref=sr_1_100?keywords=python&qid=1671164900&sr=8-100,NaN
Impractical Python Projects: Playful Programming Activities to Make You Smarter,Lee Vaughan,"No Starch Press, Illustrated edition",2018-11-27,424.0,18.99,English,NaN,https://www.amazon.com/Impractical-Python-Projects-Programming-Activities/dp/159327890X/ref=sr_1_105?keywords=python&qid=1671164900&sr=8-105,NaN
Monty Python's Meaning of Life,NaN,NaN,NaN,NaN,NaN,NaN,NaN,https://www.amazon.com/Monty-Pythons-Meaning-Graham-Chapman/dp/B000I9YLYO/ref=sr_1_94?keywords=python&qid=1671164900&sr=8-94,NaN
